BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID
spermine	Amino Acid	Polyamine Metabolism	603	LC/MS Pos Late	507
sphingadienine	Lipid	Sphingolipid Synthesis	57426	LC/MS Pos Late	100015643
sphinganine	Lipid	Sphingolipid Synthesis	17769	LC/MS Pos Late	313
sphinganine-1-phosphate	Lipid	Sphingolipid Synthesis	52605	LC/MS Pos Late	100001876
sphingosine	Lipid	Sphingosines	17747	LC/MS Pos Late	297
sphingosine 1-phosphate	Lipid	Sphingosines	34445	LC/MS Pos Late	100000626
stachydrine	Xenobiotics	Food Component/Plant	34384	LC/MS Pos Early	100001296
stearate (18:0)	Lipid	Long Chain Saturated Fatty Acid	1358	LC/MS Neg	439
stearidonate (18:4n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	33969	LC/MS Neg	100001229
stearoyl ethanolamide	Lipid	Endocannabinoid	38625	LC/MS Pos Late	100002254
stearoylcarnitine (C18)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	34409	LC/MS Pos Late	100001391
stearoylcholine*	Lipid	Fatty Acid Metabolism (Acyl Choline)	57464	LC/MS Pos Late	100015759
suberate (C8-DC)	Lipid	"Fatty Acid, Dicarboxylate"	15730	LC/MS Neg	100000016
suberoylcarnitine (C8-DC)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)"	52990	LC/MS Pos Early	100006627
succinate	Energy	TCA Cycle	1437	LC/MS Polar	252
succinimide	Xenobiotics	Chemical	41888	LC/MS Polar	100003696
succinoyltaurine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	63678	LC/MS Polar	100021220
succinylcarnitine (C4-DC)	Energy	TCA Cycle	37058	LC/MS Pos Early	100001948
sucrose	Carbohydrate	Disaccharides and Oligosaccharides	1519	LC/MS Neg	935
sulfate of piperine metabolite C16H19NO3 (2)*	Xenobiotics	Food Component/Plant	62295	LC/MS Neg	100020496
sulfate of piperine metabolite C16H19NO3 (3)*	Xenobiotics	Food Component/Plant	62296	LC/MS Neg	100020497
sulfate of piperine metabolite C18H21NO3 (1)*	Xenobiotics	Food Component/Plant	62297	LC/MS Neg	100020502
sulfate of piperine metabolite C18H21NO3 (3)*	Xenobiotics	Food Component/Plant	62299	LC/MS Neg	100020504
sulfate*	Xenobiotics	Chemical	46960	LC/MS Neg	100002528
tartarate	Xenobiotics	Food Component/Plant	15336	LC/MS Neg	100000295
tartronate (hydroxymalonate)	Xenobiotics	Food Component/Plant	20693	LC/MS Neg	100000840
taurine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	2125	LC/MS Pos Early	512
tauro-beta-muricholate	Lipid	Primary Bile Acid Metabolism	33983	LC/MS Neg	100001250
taurochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	18494	LC/MS Neg	1629
taurochenodeoxycholic acid 3-sulfate	Lipid	Secondary Bile Acid Metabolism	62890	LC/MS Neg	100021093
taurocholate	Lipid	Primary Bile Acid Metabolism	18497	LC/MS Neg	1648
taurocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	32807	LC/MS Neg	100001990
taurodeoxycholate	Lipid	Secondary Bile Acid Metabolism	12261	LC/MS Neg	1668
taurodeoxycholic acid 3-sulfate	Lipid	Secondary Bile Acid Metabolism	62889	LC/MS Neg	100006644
taurolithocholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	36850	LC/MS Neg	100001658
tauroursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	39378	LC/MS Neg	100002912
tetradecadienedioate (C14:2-DC)*	Lipid	"Fatty Acid, Dicarboxylate"	62918	LC/MS Neg	100021100
tetradecadienoate (14:2)*	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	62850	LC/MS Neg	100020343
tetradecanedioate (C14)	Lipid	"Fatty Acid, Dicarboxylate"	35669	LC/MS Neg	100001613
THC carboxylic acid	Xenobiotics	Drug - Psychoactive	61836	LC/MS Neg	100016048
THC carboxylic acid glucuronide	Xenobiotics	Drug - Psychoactive	61848	LC/MS Neg	100016049
theanine	Xenobiotics	Food Component/Plant	22206	LC/MS Polar	100000784
theobromine	Xenobiotics	Xanthine Metabolism	18392	LC/MS Pos Early	100000445
theophylline	Xenobiotics	Xanthine Metabolism	18394	LC/MS Neg	100000437
thioproline	Xenobiotics	Chemical	53231	LC/MS Pos Early	100009232
threonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	27738	LC/MS Polar	100001022
threonine	Amino Acid	"Glycine, Serine and Threonine Metabolism"	1284	LC/MS Pos Early	564
thymol sulfate	Xenobiotics	Food Component/Plant	36095	LC/MS Neg	100001757
thyroxine	Amino Acid	Tyrosine Metabolism	2761	LC/MS Neg	1094
tiglyl carnitine (C5)	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	35428	LC/MS Pos Early	100001597
tramadol	Xenobiotics	"Drug - Analgesics, Anesthetics"	53241	LC/MS Pos Early	100006381
hydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	32306	LC/MS Pos Early	1001
trans-urocanate	Amino Acid	Histidine Metabolism	607	LC/MS Polar	537
trazadone	Xenobiotics	Drug - Psychoactive	57691	LC/MS Pos Late	100015783
triamterene	Xenobiotics	Drug - Cardiovascular	42593	LC/MS Pos Early	100003968
tridecenedioate (C13:1-DC)*	Lipid	"Fatty Acid, Dicarboxylate"	62919	LC/MS Neg	100002199
trigonelline (N'-methylnicotinate)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	32401	LC/MS Pos Early	100001092
trimethylamine N-oxide	Lipid	Phospholipid Metabolism	40406	LC/MS Pos Early	100003397
tryptophan	Amino Acid	Tryptophan Metabolism	54	LC/MS Pos Early	565
tryptophan betaine	Amino Acid	Tryptophan Metabolism	37097	LC/MS Pos Early	100001743
tyramine O-sulfate	Amino Acid	Tyrosine Metabolism	48408	LC/MS Neg	100006092
tyrosine	Amino Acid	Tyrosine Metabolism	1299	LC/MS Pos Early	815
umbelliferone sulfate	Xenobiotics	Food Component/Plant	48674	LC/MS Neg	100006282
undecanedioate (C11-DC)	Lipid	"Fatty Acid, Dicarboxylate"	42395	LC/MS Neg	100001617
undecenoylcarnitine (C11:1)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	63613	LC/MS Pos Late	100021131
uracil	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	605	LC/MS Polar	825
urate	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	1604	LC/MS Neg	1134
urea	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1670	LC/MS Pos Early	533
uridine	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	606	LC/MS Neg	535
ursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	1605	LC/MS Neg	1135
valine	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	1649	LC/MS Pos Early	566
valsartan	Xenobiotics	Drug - Cardiovascular	48566	LC/MS Neg	100006232
valylglycine	Peptide	Dipeptide	40475	LC/MS Neg	100003641
vanillactate	Amino Acid	Tyrosine Metabolism	54910	LC/MS Neg	100006129
vanillate glucuronide	Xenobiotics	Food Component/Plant	63842	LC/MS Polar	100020606
vanillic acid glycine	Xenobiotics	Food Component/Plant	63853	LC/MS Neg	100021363
vanillic alcohol sulfate	Amino Acid	Tyrosine Metabolism	48733	LC/MS Neg	100006125
vanillylmandelate (VMA)	Amino Acid	Tyrosine Metabolism	1567	LC/MS Neg	1111
venlafaxine	Xenobiotics	Drug - Psychoactive	38623	LC/MS Pos Late	100002807
warfarin	Xenobiotics	Drug - Cardiovascular	43335	LC/MS Neg	100004175
xanthine	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	3147	LC/MS Polar	1004
xanthosine	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	15136	LC/MS Neg	100000299
xanthurenate	Amino Acid	Tryptophan Metabolism	15679	LC/MS Neg	100000015
ximenoylcarnitine (C26:1)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	57517	LC/MS Pos Late	100015836
xylose	Carbohydrate	Pentose Metabolism	15581	LC/MS Polar	826
zolpidem	Xenobiotics	Drug - Psychoactive	62976	LC/MS Pos Late	100004174
